"","COD_VEREDA","P_S11P124_Fnatural","P_S11P125_No_protegen","P_S11P125_Prac_Cons_Rest","P_S6P70_No_Sist_Riego","Erosion_Moderada","Sin_evid_erosion","pend_mean","G_VPrecipitacionQuanCvW_sigma","G_VTmedQuanCvW_sigma","P_S6P71_Enfermedad","P_S6P71_Plaga","G_V_dviasTren_meanEstimate","G_VDist_Meanx","P_S6P76_Fertil_quimico","P_S6P76_Quemas","P_S6P71_Inundacion","LHFI00_MEAN","SCI_19_Mean","Bosq_Nat","P_S9P117_Si","P_S3P9_Si","P_S6P61_SP_Autoconsumo","P_S7P84A_Total_hembras","SCI_VeredasBST_MEAN","P_S7P83A_Total_machos","DIF_SCI","NDIF_SCI"
"14",5036009,0,0.08411215,0.242990654,0.5,0.0691,0.32,1.69784563899185,0.811379610818576,0.510598918457037,0,0,0.0981923838187879,-0.368846830396149,0.282352941,0,0,-0.456468539208741,1.82102949879592,-0.0608997667230722,0.104761905,0.716981132,0.072289157,-0.328067028489313,1.81986072511757,-0.34704355115914,0.00332816010720016,0.360038570213996
"15",5036010,0,0.1,0,0,8e-04,0.1201,1.15895654335752,0.245291572171812,-0.143562241807811,0,0,0.354501686790537,-0.832980096283182,0,0,0,-0.262457965103821,0.970323493615122,-0.0731567387786312,0.2,0.230769231,0,-0.328067028489313,0.982095302820417,-0.34704355115914,-0.0407569118245412,-4.35166788096899
"16",5042002,0.3,0.19047619,0.26984127,0.454545455,0.3543,0.0871,1.55007853123448,0.41257200423632,0.605463999364294,0,0,0.105412306232295,-0.746667473346319,0.083333333,0,0,0.448654252074977,0.549212452919859,-0.0565717033941305,0.135802469,0.269736842,0.162162162,-0.328067028489313,0.546379120167597,-0.34704355115914,0.00948430078588025,1.01799207871769
"17",5042003,0.405660377,0.271028037,0.448598131,0.5,0.2643,0,1.5339214711458,0.2722779164387,0.488140384983455,0,0,0.185402796106547,-0.551750765501111,0.2,0,0,0.322537479666008,0.159326049563771,0.587356747100282,0.017699115,0.252427184,0.085365854,-0.328067028489313,0.158141449275624,-0.34704355115914,0.00396644733593998,0.428257173963076
"18",5042007,0.254237288,0.385964912,0.438596491,1,0.9522,0,1.7331023297061,0.219032877076082,0.351159236483273,0,0,-0.14348163075483,-0.0158611857919659,0.5,0,0,0.0869930003800564,0.52521512588583,-0.0728739526806775,0.067567568,0.558139535,0.132231405,-0.328067028489313,0.528755850396572,-0.34704355115914,-0.0123692241032005,-1.3176600976108
"19",5042009,0.764705882,0.157894737,0.631578947,0,0.6612,0,0.47935753374302,-0.653710404897395,0.0408469241333335,0,0,0.479929152893544,-0.439284964379663,0.263157895,0,0,0.872937817474177,0.300120477925732,-0.0731567387786312,0.058823529,0.054794521,0.076923077,-0.328067028489313,0.298000094005407,-0.34704355115914,0.00712654780603028,0.766001111284189
"20",5042011,0.666666667,0.363636364,0.272727273,0,0.4625,0,1.54974362736967,0.289105253167156,0.101947433057652,0,0,0.268438138191518,-0.355208314260965,0,0,0,0.186686014528864,0.694265752836739,-0.0728437060371045,0,0.416666667,0.111111111,-0.328067028489313,0.687466605103624,-0.34704355115914,0.0230354092165301,2.46630195359399
"21",5042012,0.260416667,0.354166667,0.291666667,0.666666667,0.7264,0,1.36850730156586,0.188696153996391,0.490678812663651,0,0,-0.162802394190635,-0.242686797072038,0.066666667,0,0,0.447481200709397,0.703494206081211,-0.0686212936839544,0,0.183206107,0.105263158,-0.328067028489313,0.704517245422993,-0.34704355115914,-0.00379663781074946,-0.401442694132266
"22",5042014,0.285714286,0.428571429,0.314285714,1,0.9935,0,1.38350353790691,0.128637750425834,0.17662533659492,0,0,0.0470617114252757,-0.540322390677555,0.413793103,0,0,0.431748555059328,0.737165978499971,-0.0502763062214226,0.028571429,0.466666667,0.12962963,-0.328067028489313,0.738432281191609,-0.34704355115914,-0.00464282465714039,-0.491881108959387
"23",5042017,0.328244275,0.327433628,0.194690265,0.076923077,0.2275,0,0.957387983059265,0.241115217697171,0.621500378843133,0,0,-0.13929265701439,-0.574976047626059,0.056818182,0,0,0.545582439976928,0.163141615764851,-0.0101845276021686,0.0625,0.164893617,0.157894737,-0.328067028489313,0.162837519900047,-0.34704355115914,0.000945122292010048,0.105345220396415
"24",5042020,0.333333333,1,0,0,0.0994,0.0333,1.26930957520019,-0.0211188557078677,0.193241499010667,0,0,0.0127318379338437,-0.752649026550626,0,0,0,0.48067116525213,0.718083367730068,-0.0731567387786312,0,0.5,0,-0.328067028489313,0.717622399534297,-0.34704355115914,0.00128813444322962,0.142005534078964
"25",5042021,0,0.5,0,0,0.8704,0,1.53909761339114,0.198576973058381,-0.139974415346047,0,0,0.505400785556414,-0.834291993588996,0,0,0,0.309410947830887,1.14295043366757,-0.0731567387786312,0,0.25,0,-0.328067028489313,1.14727452730722,-0.34704355115914,-0.0152731528943804,-1.62802502205423
"26",5042022,0.526315789,0.428571429,0.333333333,0,0.3731,0,0.912808159483929,0.24526281454448,0.356499538782569,0,0,0.43396797827703,-0.74980372565123,0,0,0,0.80704245507628,0.517009113069582,-0.0724398444559569,0.095238095,0.092436975,0,-0.328067028489313,0.515760468942734,-0.34704355115914,0.00406039959836946,0.438298565790169
"27",5042023,0.5,0.119047619,0.55952381,0,0.5132,0,1.62168447724293,0.376754490178428,0.711738390304014,0,0,0.277323897481478,-0.633130119851456,0.441860465,0,0,0.122019123158663,0.484941961105613,-0.0658405887816043,0.064935065,0.349514563,0.14893617,-0.328067028489313,0.48454082654429,-0.34704355115914,0.00116485239944009,0.128829445766405
"28",5042025,0.266666667,0.818181818,0,0,0.0556,0.1137,1.14743242665598,-0.0772383347382744,0.361773987009963,0,0,0.173932773180173,-0.589012682342405,0.142857143,0,0,0.45197756776962,0.745294314882197,-0.0210305111698836,0.090909091,0.416666667,0,-0.328067028489313,0.744517785505674,-0.34704355115914,0.00236089366114989,0.256659459005458
"29",5042026,0.481481481,0.071428571,0.642857143,0,0.5044,0,1.40914424708781,0.220438178273604,0.618927299140012,0,0,-0.0945148523197241,-0.0545581256433672,0.32,0,0,0.214226321767369,0.542253472245819,-0.0731567387786312,0.029411765,0.367346939,0.152173913,-0.328067028489313,0.540237666208053,-0.34704355115914,0.00668276554050973,0.718570730165353
"30",5042029,0.445652174,0.425531915,0.382978723,0,0.8262,0,1.49166681601926,0.166455289946449,0.322071996238166,0,0,0.277073541124236,-0.382752331790404,0.278481013,0,0,-0.128053747304943,0.301287702783598,-0.0729847888164541,0.027272727,0.511111111,0.138888889,-0.328067028489313,0.303818865590535,-0.34704355115914,-0.00882789583517951,-0.939171450205929
"31",5042032,0.047058824,0.654761905,0.154761905,0,0.3052,0.0024,1.33491962478961,0.227433924259407,0.328930735167774,0.333333333,0,-0.0815956426920381,-0.105498363911894,0.204081633,0,0,0.424130710510825,0.114863046190703,-0.0731567387786312,0.032608696,0.278350515,0.09375,-0.328067028489313,0.119258305815403,-0.34704355115914,-0.0151559197786497,-1.61549542862325
"32",5042034,1,0,1,0,0.4783,0.0119,0.563653923277856,-0.627627432446406,-0.057544206273036,0,0,0.44735310066537,-0.288715530283296,0,0,0,0.489029319334716,0.424538726505291,-0.0624915786663726,0,0.009803922,0,-0.328067028489313,0.421112775254453,-0.34704355115914,0.0115607003990101,1.23991267504939
"33",5042035,0.707317073,0.243902439,0.634146341,1,0.4746,0,1.87812789721157,0.373025788928582,0.530899402974535,0,0,0.126009279227992,-0.355666936169743,0.230769231,0,0,-0.458216945151436,0.689368282651226,-0.0592584357766746,0,0.472727273,0.128205128,-0.328067028489313,0.687554414891001,-0.34704355115914,0.00593844735386995,0.639019792669924
"34",5042036,0.317073171,0.230769231,0.179487179,0.142857143,0.3762,0,-0.213380000562173,-0.615517700139568,-0.184398655631009,0,0,0.322881402439908,0.000901190687974981,0.052631579,0,0,1.24093237339272,-0.556114881385136,-0.0729182567605673,0.022222222,0.082802548,0.166666667,-0.328067028489313,-0.556464854540539,-0.34704355115914,0.0013552560085599,0.149179325535398
"35",5042037,0.315789474,0.25,0.533333333,0,0.2631,0,1.28466911968857,0.317882068122735,0.630274767014997,0,0,0.201894146828145,-0.102572482441154,0.523255814,0,0,0.184533355513252,0.0364418454086513,-0.0730100943853234,0.044444444,0.307189542,0.12173913,-0.328067028489313,0.0385511430950257,-0.34704355115914,-0.00728788857155038,-0.774579178015813
"36",5042038,0.408163265,0.203703704,0.481481481,0,0.3458,0,1.97710411635001,0.306340048341468,0.498372242406486,0,0,0.359099217151296,0.344656538123451,0.421052632,0,0,-0.634101337996343,0.640931410534179,-0.0730718231584832,0.145454545,0.344444444,0.116883117,-0.328067028489313,0.641834764604329,-0.34704355115914,-0.00336414953569975,-0.355219387549759
"37",5042039,0.306122449,0.132075472,0.603773585,0.555555556,0.9947,0,1.7418069603254,0.304117385374587,0.21648957539414,0,0,0.0889246571523329,-0.138744706655222,0.340909091,0.022727273,0,-0.310237411903626,1.23630832980564,-0.0722997296718968,0.16,0.583333333,0.177777778,-0.328067028489313,1.23932405477792,-0.34704355115914,-0.0108184760403809,-1.15191987463782
"38",5042042,0.370967742,0.047619048,0.619047619,0,0.3493,0,1.62800977214074,0.410625821950275,0.225608829598186,0,0,0.328371930079402,-0.507547378168231,0.36,0,0,0.218501389331226,0.296017844676582,-0.0215340060405789,0.1875,0.366972477,0.173913043,-0.328067028489313,0.294839379581888,-0.34704355115914,0.00389736439903032,0.420873755829883
"39",5044003,0.541666667,0.085714286,0.685714286,0.571428571,0,0.2871,1.08311398980782,0.174520995273574,0.202158788402158,0,0,-0.292421977006871,0.0831660657960271,0.216216216,0,0,0.238022478283249,0.417615966774415,-0.0589924946725028,0.179487179,0.519230769,0.12195122,-0.328067028489313,0.415812717393141,-0.34704355115914,0.00599753524854929,0.645334964730402
"40",5044004,0.546875,0.014492754,0.869565217,0.272727273,0.2464,0.0776,1.18819267597067,-0.0820414444861707,0.359829738646473,0,0,0.433781319644154,-0.266645455216539,0.169230769,0,0,0.482594691076651,0.533831971079035,-0.0183274062903253,0.126760563,0.431578947,0.068965517,-0.328067028489313,0.534005028828535,1.53055388278186,-0.000821714309990007,-0.0834900258910253
"41",5044009,0.277777778,0,0.722222222,0,0,0.0868,1.32840518888563,0.303566812387289,0.683194026886117,0,0,0.0343649751669524,0.456530032201426,0.736842105,0,0,-0.222246866846966,0.992421717539396,-0.0420505617893693,0.052631579,0.708333333,0,0.283661559460656,0.988976739517257,-0.34704355115914,0.0114263769640086,1.22555650940172
"42",5044010,0.568965517,0,0.873015873,0.095238095,0,0.4455,1.01732647030739,0.209183804601167,0.269254662638712,0,0,-0.405100637541198,1.15153832259083,0.552631579,0,0,-0.19481518668334,0.494515358774225,0.0658482496230184,0.217391304,0.75,0.061538462,0.283661559460656,0.497095924890749,-0.34704355115914,-0.00906525072182962,-0.964539369586455
"43",5044016,0.4,0.011111111,0.644444444,0.076923077,0.638,0.2579,1.34057379131162,0.200804579109492,0.0321927644641319,0,0,0.0414270821102919,0.8475055466916,0.43956044,0,0,0.326717243623019,-0.1664432846302,-0.067172659591648,0.213483146,0.72826087,0.039215686,-0.328067028489313,-0.165991898834674,-0.34704355115914,-0.00153022204590947,-0.159213628547579
"44",5044017,0.788888889,0.033333333,0.844444444,0.833333333,0.1904,0.2134,1.24799927176267,0.0936029279819124,0.414046566755063,0,0,0.31829106423779,-0.56722827299681,0.505617978,0,0,0.466034829949289,0.491606964615278,0.112387892967124,0.022988506,0.76344086,0.03030303,-0.328067028489313,0.490534282965074,-0.34704355115914,0.00346580507013972,0.374749732778488
"45",5051001,0.072580645,0.020618557,0.226804124,1,0,0.0529,-0.952393894462352,-0.519136956860517,-0.383835784028787,0,0.052631579,-1.8789618645458,-0.171945280923363,0.209302326,0,0.052631579,0.0590271464745774,-0.813233845795903,-0.0719832489191894,0.095744681,0.578231293,0.175438596,-0.328067028489313,-0.813802084049121,-0.34704355115914,0.00219423336705971,0.238847207637543
"46",5051002,0.120192308,0.127071823,0.270718232,0.939393939,0.4938,3e-04,-0.921217423578234,-0.145966049073173,-0.365198016669667,0,0.212121212,-0.130101063736146,0.380495495611416,0.297619048,0,0.03030303,0.410612335298409,-0.185426899648387,-0.0465877043340036,0.135294118,0.345898004,0.126436782,-0.328067028489313,-0.184735517557575,-0.34704355115914,-0.00234669773598917,-0.246476586451766
"47",5051003,0.357142857,0.333333333,0.555555556,1,0,0.2684,-0.423372562825029,-0.544017245682598,-0.344851739111975,0,0,-1.49312810536401,0.936288309306406,0.444444444,0,0,-0.178846713190147,0.60253097584172,-0.0728388525532903,0.125,0.777777778,0.136363636,-0.328067028489313,0.596107002263408,-0.34704355115914,0.0217808642470096,2.33221920478185
"48",5051004,0.08,0.134408602,0.177419355,0.684210526,0,0,-1.20599985520852,-0.178767058993925,-0.404007531145809,0,0,0.339880036582161,-0.7731094659799,0.100671141,0,0,1.14664095272133,-0.881821521547798,-0.0730223439054187,0.026455026,0.339483395,0.136363636,-0.328067028489313,-0.884921978005067,-0.34704355115914,0.0109034267171997,1.16966484486383
"49",5051006,0.5,0,0,1,0,0,-0.411270786711804,-1.14896504833672,-0.296870831113184,0,0,-2.26432486194559,1.62566201540669,0,0,0,-0.0211434794520619,-0.591219999322975,-0.0731567387786312,0,1,0,-0.328067028489313,-0.590522541233575,-0.34704355115914,-0.00222492168517974,-0.233461455046587
"50",5051007,0.417391304,0.029411765,0.725490196,0.862068966,0,0.0749,-0.576144453791311,-0.506756630371301,-0.327156401880865,0,0,-0.976979461423715,1.31032482905409,0.287128713,0.03960396,0.034482759,-0.533808724159753,-0.170572361035517,-0.069414101904832,0.117647059,0.850877193,0.131067961,-0.328067028489313,-0.169810443333101,-0.34704355115914,-0.00259384379728989,-0.272890963028446
"51",5051009,1,0,1,1,0.6544,0.001,-0.572116143205951,-0.889335824143807,-0.348483476721501,0,0,-1.34343826543764,1.17822819024242,0,0,0,-0.919715012755401,-0.717452522708783,-0.0731567387786312,0,0,0,-0.328067028489313,-0.715980419610881,-0.34704355115914,-0.00483746118649009,-0.512683393061198
"52",5051010,0.25,0.285714286,0.428571429,1,0,0.5934,-0.377230516178674,-0.433138769025131,-0.320392735495236,0,0,-0.781358857111308,0.853899517581381,0.254545455,0,0.333333333,0.17062229136678,0.814227001537266,-0.0711744030357766,0.035714286,0.887096774,0.12173913,-0.328067028489313,0.81186913534127,-0.34704355115914,0.00776039020571062,0.833744662394444
"53",5051011,0.117647059,0.103448276,0.448275862,1,0.1524,0,-0.187891880272118,-0.494823236531411,-0.345905160511595,0,0,-0.345436595019379,0.456190966443873,0.448275862,0,0,0.152873099923164,-0.353635161001624,-0.0712770324092643,0.068965517,0.833333333,0.118644068,-0.328067028489313,-0.352924991171272,-0.34704355115914,-0.00235201988234923,-0.247045404653485
"54",5051012,0.235294118,0.032258065,0.258064516,1,0.0165,0.1429,-0.907633682740447,-0.678642535791417,-0.380136070109824,0,0,-2.04799229747178,0.224677961929276,0.034482759,0,0,-0.369704639221367,-0.600415392677189,0.0311986898009064,0.206896552,0.756756757,0.164383562,-0.328067028489313,-0.599048568278769,-0.34704355115914,-0.00451750533897988,-0.47848728166227
"55",5051013,0.173913043,0.05,0.7,0.944444444,0,0.058,-1.19984358039501,-0.807819448120779,-0.404162990153843,0,0.222222222,-2.81565361403482,0.172728092288619,0.285714286,0.047619048,0.222222222,-0.160602842485648,-0.753884058633213,0.354223840796373,0.260869565,0.642857143,0.142857143,-0.328067028489313,-0.754121757505097,-0.34704355115914,0.00103967969346019,0.115451288026509
"56",5051014,0.015625,0,0.291666667,1,0,0.2631,-0.337240698366176,-0.585594600076485,-0.308258567496678,0,0,-1.61679709512483,0.83945535093071,0.170212766,0,0,-0.583512908008446,0.0674001903531349,-0.0631385554178096,0.104166667,0.775862069,0.1640625,-0.328067028489313,0.0667188060678872,-0.34704355115914,0.00227280722976975,0.24724499309196
"57",5051015,0.344827586,0.183673469,0.224489796,1,0,0.0218,-1.01288163707052,-0.241425623274542,-0.393952771088078,0,0,-0.974975517947739,-0.234240751007856,0.490196078,0,0,0.185021947717298,0.21873312531887,-0.0729269598540847,0.102040816,0.824561404,0.070707071,-0.328067028489313,0.218159553968092,-0.34704355115914,0.00184984089409035,0.202039368486435
"58",5051018,0.157894737,0.09375,0.25,1,0.1012,0,-0.909935346457864,-0.252712094616199,-0.363633702343194,0,0,0.40411002598891,1.74707418201442,0.424242424,0,0,0.492680181191747,0.102247009444152,-0.0713612268015682,0.088235294,0.820512821,0.180327869,-0.328067028489313,0.10601472751477,-0.34704355115914,-0.0129991224813502,-1.38498212118632
"59",5051019,0.105263158,0.076923077,0.076923077,1,0.0861,0.5534,-0.492915362012087,-0.852286550760679,-0.388033545061295,0,0,-2.40152610381277,0.934795021400792,0,0,0,-0.418895660541206,-0.146504268567936,-0.0731567387786312,0,0.631578947,0.171428571,-0.328067028489313,-0.145704498721938,-0.34704355115914,-0.0027321290840403,-0.287670561861686
"60",5051020,0.619047619,0.032258065,0.870967742,0,0.6687,0,-0.702322668954359,-1.08827253581392,-0.35765276600817,0,0,-0.79178154949924,1.91499480768011,0.862068966,0,0,-0.528949225371481,-0.478106377376786,-0.0571959346539462,0.032258065,0.75,0.083333333,-0.328067028489313,-0.477930636883518,-0.34704355115914,-0.000475270609550105,-0.0464629564816386
"61",5051021,0.210526316,0.315789474,0.263157895,0,0,0.1644,-0.932491133527716,-0.282961151912942,-0.387452540937727,0,0,-0.902004293714171,-0.327194545338303,0.333333333,0,0,0.201246600319873,0.559521388796564,-0.0731567387786312,0.105263158,0.95,0.069767442,-0.328067028489313,0.560323810228835,-0.34704355115914,-0.00298935583747006,-0.315162338566245
"62",5051023,0.12987013,0.083333333,0.283333333,1,0.1302,0.3276,-0.149074775947848,-0.805239647000778,-0.307998600209963,0,0,-1.53469018503074,1.55947651145063,0.12,0,0,-0.711191783077926,0.486626553404926,-0.0622938092221668,0.017241379,0.681818182,0.123076923,-0.328067028489313,0.485529418101664,-0.34704355115914,0.00355142740465997,0.383900841946441
"63",5051024,0.191489362,0.234042553,0.255319149,0.888888889,0.3959,0.0285,-0.207146853058771,-0.857912059957535,-0.332841086116435,0,0,-0.89255186168302,1.51220775848086,0.238095238,0,0,-0.969427202424351,0.0131052161513563,-0.0710599429346665,0.081632653,0.719298246,0.1,-0.328067028489313,0.0107458682075323,-0.34704355115914,0.00804702607898022,0.864379615090358
"64",5051025,0.243243243,0.103448276,0.344827586,0.888888889,0.17,0.1509,-0.285720157735217,-0.653442953312877,-0.298934873995871,0,0.111111111,-1.85258076192204,0.7003610092283,0.419354839,0.032258065,0,-0.710352460909402,0.164397162769641,-0.0724312226659058,0.172413793,0.828571429,0.130434783,-0.328067028489313,0.164194311194204,-0.34704355115914,0.000597429918269832,0.0681846957880975
"65",5051026,0.076923077,0.318181818,0.045454545,1,0.3185,0.0139,-0.718347011144078,-0.458382554840772,-0.355524695481759,0,0.5,-1.35131679217911,-0.126001458903436,0.166666667,0,0,0.00582055071166144,-0.126379826490202,-0.071314562225771,0.086956522,0.82,0.085365854,-0.328067028489313,-0.12618103877372,-0.34704355115914,-0.000677932825600358,-0.0681230066739918
"66",5051027,0.090909091,0.2,0.333333333,0.857142857,0,0.3847,-0.657085148113385,-0.843553701111673,-0.380519328596424,0,0.142857143,-3.21094698117787,0.0424702090559464,0.333333333,0.033333333,0.142857143,0.0388970646985897,-0.287291130872486,-0.0730925475571922,0.133333333,0.8,0.178571429,-0.328067028489313,-0.28519669482006,-0.34704355115914,-0.00712313989176927,-0.756971235387287
"67",5051029,0.333333333,0.238095238,0.095238095,0,0,0.0859,-0.938606150962134,-0.707899975854598,-0.389907273057559,0,0,-2.26694158755166,0.533342307550811,0.142857143,0,0,-0.504578790657967,-0.425488471672716,-0.0731567387786312,0.047619048,0.592592593,0.088235294,-0.328067028489313,-0.427148580465766,-0.34704355115914,0.00580289528282973,0.624532313357646
"68",5051031,0.5,0,0,1,0.6367,0,-0.764333606191199,-1.15360736436689,-0.368527624914854,0,0,-0.0633271841063605,-0.252370991565485,1,0,0,-0.120853019238365,-0.750303079979532,-0.0731567387786312,0,1,0.25,-0.328067028489313,-0.752082254465847,-0.34704355115914,0.00632542673384018,0.680379218007908
"69",5051033,0.130434783,0.1875,0.197916667,1,0.2162,0.0225,-0.930316462407931,-0.488796564242314,-0.376827236633727,0,0.166666667,-1.67689933624221,0.944913119543382,0.291666667,0,0,-0.182154411467268,-0.653461965361294,-0.0584997008214988,0.170212766,0.788461538,0.1,-0.328067028489313,-0.652107944197006,-0.34704355115914,-0.00445494918735978,-0.471801430642089
"70",5051035,1,0,1,1,0.0359,0.942,-0.396389046931137,-0.99045724740093,-0.311065323456721,0,0,-1.74679758031108,3.85972028766611,0,0,0,-1.11295022558769,0.616027543082634,-0.0731567387786312,0,0,0,-0.328067028489313,0.612165463971403,-0.34704355115914,0.0129892479728202,1.39259240368326
"71",5051036,1,1,0,0,0.0768,0.1185,-0.941096074062044,-0.927443900328417,-0.391970750594071,0,0,-2.08039769495256,2.26047250924035,0,0,0,-0.276118721445929,-0.733229491835223,-0.0731567387786312,0,1,0.333333333,-0.328067028489313,-0.735014075105563,-0.34704355115914,0.00633797746422982,0.681720609883949
"72",5051037,0.208695652,0.304347826,0.217391304,1,0.1564,0,-0.522055383676119,-0.460315200465889,-0.347590699264673,0,0,-1.67446434241231,0.168046763712821,0.455445545,0,0,-0.201920242302646,-0.489891772807143,-0.0674731454139999,0.131868132,0.935483871,0.120930233,-0.328067028489313,-0.488510934446224,-0.34704355115914,-0.00460441435839032,-0.487775908616451
"73",5051041,0,0.666666667,0.333333333,1,0.0999,0,-0.280406729471177,-1.24080029870826,-0.366657742926778,0,0,-2.28787083764584,-0.310429354403057,0,0,0,0.0501894934925553,-0.502646004101694,-0.0731567387786312,0,1,0,-0.328067028489313,-0.506203423600896,-0.34704355115914,0.0123374731389396,1.32293227713818
"74",5051042,0.4,0.066666667,0.533333333,1,0.1325,0,-0.989980102176181,-0.420822103315285,-0.399605477748163,0,0.25,-1.37818865920162,-0.395192075009407,0.333333333,0,0,-0.231410791310593,-0.393304258832789,-0.0731501745876147,0.071428571,0.933333333,0.130434783,-0.328067028489313,-0.393705350320764,-0.34704355115914,0.00147336372084972,0.161802393742977
